date,ht,at,hg,ag,result,h_odds,d_odds,a_odds
2022-03-12,estoril,portimonense,2,0,H,2.15,3.2,3.5
2022-03-12,arouca,pacos ferreira,0,1,A,2.4,3.1,3.1
2022-03-12,famalicao,santa clara,0,0,D,2.05,3.2,3.75
2022-03-12,belenenses,boavista,0,0,D,3.5,3.25,2.1
2022-03-13,porto,tondela,4,0,H,1.12,8.5,23.0
2022-03-13,sp braga,gil vicente,0,1,A,1.9,3.5,4.0
2022-03-13,maritimo,guimaraes,0,1,A,2.87,3.2,2.55
2022-03-14,moreirense,sporting,0,2,A,8.0,4.75,1.4
2022-03-18,vizela,famalicao,1,1,D,2.6,3.1,2.7
2022-03-19,tondela,arouca,2,2,D,2.62,3.0,2.75
2022-03-19,santa clara,belenenses,0,0,D,1.55,3.5,6.5
2022-03-19,guimaraes,sporting,1,3,A,5.0,3.5,1.65
2022-03-20,gil vicente,maritimo,1,1,D,1.75,3.4,5.0
2022-03-20,benfica,estoril,2,1,H,1.33,4.75,9.0
2022-03-20,portimonense,sp braga,1,2,A,4.2,3.3,1.9
2022-03-20,boavista,porto,0,1,A,7.5,4.5,1.4
2022-03-20,pacos ferreira,moreirense,2,1,H,2.2,3.3,3.2
2022-04-01,sp braga,benfica,3,2,H,3.0,3.25,2.4
2022-04-02,belenenses,portimonense,2,0,H,3.4,3.1,2.3
2022-04-02,arouca,gil vicente,2,1,H,3.25,3.2,2.25
2022-04-02,estoril,vizela,1,2,A,2.3,3.2,3.2
2022-04-02,famalicao,boavista,1,2,A,2.05,3.3,3.75
2022-04-03,maritimo,tondela,1,3,A,2.0,3.4,3.8
2022-04-03,moreirense,guimaraes,0,1,A,2.87,3.25,2.4
2022-04-03,sporting,pacos ferreira,2,0,H,1.22,6.0,12.0
2022-04-04,porto,santa clara,3,0,H,1.25,5.5,12.0
2022-04-08,gil vicente,moreirense,1,2,A,1.66,3.6,4.5
2022-04-09,benfica,belenenses,3,1,H,1.14,6.0,15.0
2022-04-09,boavista,arouca,1,0,H,2.2,3.0,3.25
2022-04-09,tondela,sporting,1,3,A,9.0,4.33,1.3
2022-04-09,pacos ferreira,maritimo,2,0,H,2.2,3.1,3.2
2022-04-10,portimonense,famalicao,1,0,H,2.87,3.0,2.37
2022-04-10,santa clara,estoril,2,0,H,2.15,3.0,3.3
2022-04-10,guimaraes,porto,0,1,A,7.0,3.8,1.44
2022-04-10,vizela,sp braga,0,1,A,3.75,3.4,1.85
2022-04-15,arouca,santa clara,1,1,D,2.4,3.0,3.1
2022-04-15,famalicao,gil vicente,2,2,D,2.3,3.1,3.0
2022-04-15,guimaraes,pacos ferreira,4,0,H,1.75,3.6,4.33
2022-04-16,porto,portimonense,7,0,H,1.14,7.5,15.0
2022-04-16,belenenses,vizela,1,0,H,2.9,3.2,2.4
2022-04-16,maritimo,boavista,4,0,H,2.45,3.0,3.0
2022-04-16,moreirense,tondela,2,0,H,2.0,3.25,3.6
2022-04-17,sporting,benfica,0,2,A,1.95,3.4,3.6
2022-04-18,estoril,sp braga,0,0,D,3.75,3.3,1.95
2022-04-22,vizela,arouca,2,1,H,1.95,3.4,3.75
2022-04-23,portimonense,moreirense,1,0,H,2.4,3.2,3.0
2022-04-23,benfica,famalicao,0,0,D,1.33,5.0,8.0
2022-04-23,santa clara,maritimo,2,2,D,2.1,3.2,3.5
2022-04-23,gil vicente,pacos ferreira,1,1,D,1.7,3.6,5.0
2022-04-24,estoril,belenenses,2,2,D,1.72,3.3,5.25
2022-04-24,tondela,guimaraes,1,1,D,3.5,3.5,1.95
2022-04-25,sp braga,porto,1,0,H,4.0,3.6,1.8
2022-04-25,boavista,sporting,0,3,A,7.0,4.2,1.44
2022-04-29,famalicao,estoril,3,1,H,1.75,3.6,4.5
2022-04-30,belenenses,sp braga,0,1,A,5.0,3.75,1.7
2022-04-30,arouca,portimonense,1,0,H,1.95,3.3,3.8
2022-04-30,maritimo,benfica,0,1,A,6.0,4.2,1.53
2022-04-30,porto,vizela,4,2,H,1.12,8.0,19.0
2022-05-01,sporting,gil vicente,4,1,H,1.33,5.5,8.5
2022-05-01,guimaraes,santa clara,1,1,D,1.9,3.5,4.0
2022-05-01,moreirense,boavista,1,2,A,2.2,3.3,3.3
2022-05-02,pacos ferreira,tondela,1,1,D,2.2,3.3,3.25
2022-05-06,boavista,guimaraes,1,1,D,3.5,3.2,2.2
2022-05-07,estoril,moreirense,1,0,H,2.55,3.3,2.75
2022-05-07,benfica,porto,0,1,A,3.0,3.6,2.25
2022-05-07,portimonense,sporting,2,3,A,7.5,5.0,1.36
2022-05-08,gil vicente,tondela,3,0,H,1.83,3.5,4.33
2022-05-08,vizela,maritimo,1,1,D,2.1,3.3,3.6
2022-05-08,sp braga,arouca,1,0,H,1.66,3.6,5.25
2022-05-08,santa clara,pacos ferreira,2,0,H,2.05,3.5,3.6
2022-05-09,belenenses,famalicao,2,3,A,2.8,3.1,2.62
2022-05-13,pacos ferreira,benfica,0,2,A,5.0,4.33,1.57
2022-05-14,arouca,belenenses,0,0,D,2.37,3.25,3.0
2022-05-14,moreirense,vizela,4,1,H,1.65,3.6,5.5
2022-05-14,tondela,boavista,2,2,D,1.72,3.6,5.0
2022-05-14,maritimo,portimonense,0,1,A,2.25,3.4,3.1
2022-05-14,porto,estoril,2,0,H,1.18,8.0,11.0
2022-05-14,sporting,santa clara,4,0,H,1.22,7.0,9.0
2022-05-15,guimaraes,gil vicente,5,0,H,2.15,3.5,3.2
2022-05-15,famalicao,sp braga,3,2,H,3.1,3.5,2.2
2022-08-05,benfica,arouca,4,0,H,1.14,6.5,17.0
2022-08-06,rio ave,vizela,0,1,A,2.2,3.2,3.1
2022-08-06,estoril,famalicao,2,0,H,2.5,3.0,2.8
2022-08-06,porto,maritimo,5,1,H,1.16,7.0,10.0
2022-08-07,santa clara,casa pia,0,0,D,1.95,3.0,4.0
2022-08-07,sp braga,sporting,3,3,D,3.75,3.25,1.9
2022-08-07,chaves,guimaraes,0,1,A,2.7,3.2,2.5
2022-08-07,portimonense,boavista,0,1,A,2.0,3.3,3.5
2022-08-08,gil vicente,pacos ferreira,1,0,H,1.72,3.4,4.5
2022-08-12,famalicao,sp braga,0,3,A,3.6,3.4,2.0
2022-08-13,casa pia,benfica,0,1,A,12.0,5.5,1.25
2022-08-13,sporting,rio ave,3,0,H,1.22,6.0,11.0
2022-08-14,guimaraes,estoril,1,0,H,1.95,3.4,3.8
2022-08-14,vizela,porto,0,1,A,10.0,5.25,1.28
2022-08-14,boavista,santa clara,2,1,H,2.45,3.1,2.9
2022-08-15,pacos ferreira,portimonense,0,3,A,2.25,3.25,3.2
2022-08-15,maritimo,chaves,1,2,A,2.25,3.3,3.2
2022-08-15,arouca,gil vicente,1,0,H,2.62,3.4,2.6
2022-08-19,estoril,rio ave,2,2,D,2.1,3.25,3.75
2022-08-20,porto,sporting,3,0,H,2.1,3.3,3.5
2022-08-20,chaves,vizela,1,1,D,2.25,3.3,3.25
2022-08-20,santa clara,arouca,1,2,A,2.05,3.25,3.75
2022-08-21,casa pia,boavista,2,0,H,2.45,3.1,3.0
2022-08-21,sp braga,maritimo,5,0,H,1.36,4.5,9.0
2022-08-21,portimonense,guimaraes,2,1,H,2.62,3.3,2.55
2022-08-22,gil vicente,famalicao,0,0,D,2.2,3.5,3.2
2022-08-26,pacos ferreira,estoril,0,3,A,2.62,3.2,2.8
2022-08-27,sporting,chaves,0,2,A,1.18,7.0,19.0
2022-08-27,boavista,benfica,0,3,A,8.5,4.75,1.36
2022-08-27,maritimo,portimonense,0,1,A,2.75,3.2,2.6
2022-08-28,famalicao,santa clara,1,0,H,2.15,3.4,3.3
2022-08-28,arouca,sp braga,0,6,A,5.0,3.75,1.66
2022-08-28,rio ave,porto,3,1,H,10.0,5.5,1.3
2022-08-29,guimaraes,casa pia,0,1,A,1.95,3.4,4.0
2022-08-29,vizela,gil vicente,2,2,D,2.3,3.3,3.0
2022-08-30,benfica,pacos ferreira,3,2,H,1.06,11.0,29.0
2022-09-02,benfica,vizela,2,1,H,1.2,7.0,15.0
2022-09-02,estoril,sporting,0,2,A,6.5,4.33,1.45
2022-09-03,gil vicente,porto,0,2,A,7.0,4.33,1.44
2022-09-03,sp braga,guimaraes,1,0,H,1.36,4.75,8.0
2022-09-04,portimonense,famalicao,1,0,H,2.2,3.2,3.2
2022-09-04,santa clara,maritimo,2,1,H,2.0,3.2,3.6
2022-09-04,casa pia,arouca,0,0,D,2.0,3.1,3.8
2022-09-05,boavista,pacos ferreira,1,0,H,2.0,3.3,3.8
2022-09-05,chaves,rio ave,1,1,D,2.5,3.0,2.87
2022-09-09,guimaraes,santa clara,1,0,H,1.95,3.4,4.0
2022-09-10,famalicao,benfica,0,1,A,7.0,4.5,1.4
2022-09-10,sporting,portimonense,4,0,H,1.33,5.5,8.0
2022-09-10,porto,chaves,3,0,H,1.14,7.0,19.0
2022-09-11,pacos ferreira,casa pia,2,3,A,2.8,3.1,2.62
2022-09-11,arouca,boavista,1,2,A,2.7,3.1,2.75
2022-09-11,maritimo,gil vicente,1,2,A,2.75,3.2,2.62
2022-09-11,rio ave,sp braga,2,3,A,5.75,4.0,1.57
2022-09-12,vizela,estoril,0,1,A,2.2,3.3,3.25
2022-09-16,portimonense,chaves,1,0,H,2.1,3.25,3.5
2022-09-17,estoril,porto,1,1,D,9.5,5.0,1.3
2022-09-17,santa clara,pacos ferreira,1,1,D,2.0,3.3,3.75
2022-09-17,boavista,sporting,2,1,H,6.5,4.33,1.45
2022-09-17,gil vicente,rio ave,2,2,D,1.95,3.3,3.8
2022-09-18,arouca,guimaraes,2,2,D,3.0,3.2,2.37
2022-09-18,benfica,maritimo,5,0,H,1.11,9.0,21.0
2022-09-18,casa pia,famalicao,1,0,H,2.37,3.0,3.2
2022-09-18,sp braga,vizela,2,0,H,1.3,5.0,9.5
2022-09-30,sporting,gil vicente,3,1,H,1.3,5.0,9.5
2022-09-30,porto,sp braga,4,1,H,1.75,3.8,4.0
2022-10-01,guimaraes,benfica,0,0,D,7.5,5.0,1.36
2022-10-01,vizela,portimonense,1,0,H,2.15,3.3,3.25
2022-10-01,chaves,estoril,1,1,D,2.25,3.1,3.2
2022-10-02,famalicao,boavista,4,0,H,2.2,3.2,3.3
2022-10-02,pacos ferreira,arouca,1,1,D,2.2,3.2,3.2
2022-10-02,rio ave,santa clara,1,0,H,2.45,3.2,2.8
2022-10-03,maritimo,casa pia,1,2,A,2.75,3.2,2.5
2022-10-07,gil vicente,estoril,0,1,A,2.1,3.4,3.25
2022-10-08,santa clara,sporting,1,2,A,5.75,4.0,1.5
2022-10-08,benfica,rio ave,4,2,H,1.16,7.0,13.0
2022-10-08,portimonense,porto,0,2,A,7.0,4.75,1.4
2022-10-08,pacos ferreira,guimaraes,0,1,A,3.1,3.2,2.3
2022-10-09,boavista,maritimo,1,1,D,1.9,3.4,4.2
2022-10-09,sp braga,chaves,0,1,A,1.28,5.5,9.0
2022-10-09,casa pia,vizela,0,1,A,2.37,3.1,3.0
2022-10-10,arouca,famalicao,4,1,H,2.62,3.25,2.55
2022-10-21,porto,benfica,0,1,A,2.3,3.25,3.0
2022-10-22,estoril,sp braga,0,2,A,4.5,3.75,1.66
2022-10-22,sporting,casa pia,3,1,H,1.28,5.0,9.0
2022-10-22,famalicao,pacos ferreira,2,1,H,1.66,3.5,4.75
2022-10-23,maritimo,arouca,1,1,D,2.55,3.1,2.7
2022-10-23,vizela,santa clara,0,1,A,1.9,3.3,3.8
2022-10-23,chaves,gil vicente,3,1,H,2.5,3.4,2.6
2022-10-23,guimaraes,boavista,3,2,H,2.0,3.3,3.5
2022-10-24,rio ave,portimonense,1,0,H,2.45,3.3,2.7
2022-10-28,pacos ferreira,maritimo,0,1,A,2.25,3.2,3.3
2022-10-29,arouca,sporting,1,0,H,7.0,4.2,1.45
2022-10-29,benfica,chaves,5,0,H,1.18,7.0,13.0
2022-10-29,santa clara,porto,1,1,D,7.5,4.5,1.4
2022-10-30,boavista,vizela,2,2,D,2.4,3.25,2.87
2022-10-30,portimonense,estoril,1,1,D,2.37,3.3,3.0
2022-10-30,casa pia,rio ave,1,0,H,2.0,3.2,3.8
2022-10-30,gil vicente,sp braga,0,1,A,4.5,3.8,1.72
2022-10-31,guimaraes,famalicao,3,2,H,1.95,3.6,3.5
2022-11-04,gil vicente,portimonense,1,2,A,2.2,3.25,3.2
2022-11-05,sporting,guimaraes,3,0,H,1.33,5.25,8.0
2022-11-05,porto,pacos ferreira,4,0,H,1.12,8.0,21.0
2022-11-05,vizela,arouca,0,1,A,1.9,3.25,4.5
2022-11-06,rio ave,boavista,1,0,H,2.45,3.1,3.0
2022-11-06,maritimo,famalicao,0,0,D,2.75,3.2,2.55
2022-11-06,sp braga,casa pia,0,1,A,1.4,5.0,7.0
2022-11-06,estoril,benfica,1,5,A,8.5,5.75,1.3
2022-11-07,chaves,santa clara,0,0,D,2.3,3.25,3.1
2022-11-12,arouca,rio ave,0,1,A,2.25,3.2,3.25
2022-11-12,boavista,porto,1,4,A,8.5,4.75,1.33
2022-11-13,famalicao,sporting,1,2,A,5.5,3.75,1.65
2022-11-13,guimaraes,maritimo,1,0,H,1.66,3.6,5.25
2022-11-13,pacos ferreira,vizela,0,2,A,3.1,3.2,2.37
2022-11-13,benfica,gil vicente,3,1,H,1.14,8.5,15.0
2022-11-13,casa pia,chaves,1,2,A,2.0,3.4,3.75
2022-11-13,portimonense,sp braga,1,2,A,5.0,3.75,1.66
2022-11-14,santa clara,estoril,3,1,H,2.25,3.2,3.2
2022-12-23,rio ave,maritimo,1,1,D,2.0,3.5,3.8
2022-12-28,porto,arouca,5,1,H,1.11,8.0,23.0
2022-12-28,portimonense,casa pia,1,2,A,2.38,3.1,3.1
2022-12-29,gil vicente,santa clara,1,0,H,2.15,3.2,3.5
2022-12-29,sporting,pacos ferreira,3,0,H,1.13,8.0,21.0
2022-12-30,chaves,famalicao,0,2,A,2.5,3.2,2.8
2022-12-30,vizela,guimaraes,3,0,H,2.2,3.25,3.3
2022-12-30,sp braga,benfica,3,0,H,4.5,3.8,1.7
2023-01-05,santa clara,sp braga,0,4,A,5.0,3.6,1.65
2023-01-06,benfica,portimonense,1,0,H,1.14,6.0,21.0
2023-01-06,famalicao,vizela,2,1,H,2.38,3.2,3.0
2023-01-07,casa pia,porto,0,0,D,9.0,4.5,1.36
2023-01-07,guimaraes,rio ave,0,0,D,2.0,3.4,3.75
2023-01-07,arouca,estoril,2,0,H,2.2,3.3,3.3
2023-01-08,pacos ferreira,chaves,1,1,D,2.75,3.3,2.5
2023-01-08,maritimo,sporting,1,0,H,9.0,4.5,1.4
2023-01-08,boavista,gil vicente,1,0,H,2.55,3.25,2.7
2023-01-13,portimonense,santa clara,0,0,D,1.95,3.3,3.75
2023-01-14,vizela,maritimo,3,0,H,1.75,3.5,4.33
2023-01-14,rio ave,pacos ferreira,0,1,A,1.85,3.3,4.0
2023-01-14,sp braga,boavista,1,0,H,1.29,5.0,10.0
2023-01-15,chaves,arouca,1,1,D,2.15,3.2,3.4
2023-01-15,porto,famalicao,4,1,H,1.18,6.5,15.0
2023-01-15,benfica,sporting,2,2,D,1.8,3.75,3.8
2023-01-16,estoril,casa pia,2,0,H,2.8,3.1,2.45
2023-01-16,gil vicente,guimaraes,2,1,H,2.4,3.1,2.9
2023-01-20,sporting,vizela,2,1,H,1.29,5.75,8.5
2023-01-20,arouca,portimonense,4,0,H,2.4,3.25,2.9
2023-01-21,pacos ferreira,sp braga,1,2,A,6.0,4.5,1.44
2023-01-21,santa clara,benfica,0,3,A,9.0,5.25,1.29
2023-01-21,guimaraes,porto,0,1,A,7.0,4.75,1.4
2023-01-22,maritimo,estoril,1,0,H,2.5,3.1,3.0
2023-01-22,casa pia,gil vicente,1,3,A,2.3,3.25,3.1
2023-01-22,famalicao,rio ave,0,0,D,2.05,3.3,3.75
2023-01-23,boavista,chaves,1,1,D,2.2,3.4,3.1
2023-01-26,pacos ferreira,benfica,0,2,A,13.0,6.5,1.2
2023-01-29,famalicao,estoril,1,0,H,2.05,3.3,3.75
2023-01-29,boavista,portimonense,4,2,H,2.1,3.3,3.5
2023-01-29,vizela,rio ave,3,1,H,1.91,3.4,4.0
2023-01-29,casa pia,santa clara,2,1,H,2.0,3.2,4.0
2023-01-30,guimaraes,chaves,2,1,H,1.91,3.4,4.0
2023-01-31,pacos ferreira,gil vicente,2,1,H,3.0,3.25,2.38
2023-01-31,arouca,benfica,0,3,A,9.5,4.75,1.33
2023-02-01,maritimo,porto,0,2,A,11.0,5.5,1.25
2023-02-01,sporting,sp braga,5,0,H,1.91,3.6,3.75
2023-02-04,santa clara,boavista,2,2,D,2.7,3.0,2.8
2023-02-04,benfica,casa pia,3,0,H,1.18,6.5,15.0
2023-02-04,estoril,guimaraes,0,1,A,2.75,2.88,2.9
2023-02-05,sp braga,famalicao,4,1,H,1.4,4.75,8.0
2023-02-05,porto,vizela,2,0,H,1.2,6.5,15.0
2023-02-05,chaves,maritimo,2,1,H,2.1,3.2,3.75
2023-02-05,gil vicente,arouca,1,1,D,2.2,3.1,3.3
2023-02-06,portimonense,pacos ferreira,1,0,H,1.95,3.1,4.2
2023-02-06,rio ave,sporting,0,1,A,7.0,4.33,1.5
2023-02-09,estoril,boavista,2,1,H,2.4,3.1,2.88
2023-02-10,vizela,chaves,0,0,D,1.7,3.5,5.0
2023-02-11,guimaraes,portimonense,1,0,H,1.8,3.5,4.2
2023-02-11,arouca,santa clara,1,0,H,2.05,3.3,3.5
2023-02-12,famalicao,gil vicente,0,1,A,2.1,3.3,3.3
2023-02-12,maritimo,sp braga,1,2,A,5.5,4.0,1.57
2023-02-12,sporting,porto,1,2,A,2.6,3.25,2.55
2023-02-13,rio ave,estoril,2,0,H,2.2,3.1,3.4
2023-02-13,boavista,casa pia,0,0,D,2.38,3.1,3.1
2023-02-17,gil vicente,vizela,1,1,D,2.38,3.4,2.8
2023-02-18,estoril,pacos ferreira,1,3,A,2.0,3.3,3.8
2023-02-18,portimonense,maritimo,2,1,H,2.2,3.2,3.4
2023-02-18,porto,rio ave,1,0,H,1.17,7.0,15.0
2023-02-19,santa clara,famalicao,1,3,A,2.88,3.25,2.45
2023-02-19,sp braga,arouca,2,0,H,1.44,4.75,7.0
2023-02-19,casa pia,guimaraes,0,0,D,2.45,3.1,3.0
2023-02-20,benfica,boavista,3,1,H,1.18,7.5,12.0
2023-02-20,chaves,sporting,2,3,A,6.5,4.75,1.44
2023-02-24,famalicao,portimonense,1,0,H,1.8,3.25,4.5
2023-02-25,arouca,casa pia,2,0,H,2.25,3.1,3.2
2023-02-25,vizela,benfica,0,2,A,7.5,4.75,1.36
2023-02-25,maritimo,santa clara,3,1,H,2.1,2.9,3.6
2023-02-26,rio ave,chaves,1,0,H,2.1,3.25,3.25
2023-02-26,pacos ferreira,boavista,1,3,A,2.55,3.0,2.88
2023-02-26,porto,gil vicente,1,2,A,1.18,6.5,11.0
2023-02-27,sporting,estoril,2,0,H,1.22,6.5,10.0
2023-02-27,guimaraes,sp braga,2,1,H,3.75,3.5,1.91
2023-03-03,boavista,arouca,0,0,D,2.25,3.25,3.25
2023-03-03,benfica,famalicao,2,0,H,1.17,8.5,13.0
2023-03-04,estoril,vizela,0,3,A,2.63,3.2,2.63
2023-03-04,portimonense,sporting,0,1,A,8.0,4.5,1.36
2023-03-04,chaves,porto,1,3,A,11.0,5.0,1.29
2023-03-05,gil vicente,maritimo,2,0,H,1.85,3.6,4.0
2023-03-05,sp braga,rio ave,2,0,H,1.44,4.2,8.0
2023-03-05,santa clara,guimaraes,1,3,A,3.0,3.1,2.5
2023-03-06,casa pia,pacos ferreira,2,1,H,2.0,3.1,4.2
2023-03-10,porto,estoril,3,2,H,1.18,6.5,13.0
2023-03-11,pacos ferreira,santa clara,1,0,H,2.38,3.25,3.0
2023-03-11,guimaraes,arouca,0,2,A,2.0,3.4,3.75
2023-03-11,vizela,sp braga,0,4,A,3.8,3.6,1.95
2023-03-11,chaves,portimonense,2,0,H,2.25,3.3,3.1
2023-03-12,rio ave,gil vicente,2,1,H,2.4,3.2,3.0
2023-03-12,maritimo,benfica,0,3,A,9.0,6.5,1.25
2023-03-12,sporting,boavista,3,0,H,1.25,5.75,12.0
2023-03-13,famalicao,casa pia,1,0,H,2.1,3.3,3.5
2023-03-17,santa clara,rio ave,0,2,A,2.6,3.0,3.0
2023-03-18,estoril,chaves,0,2,A,2.1,3.2,3.5
2023-03-18,arouca,pacos ferreira,1,1,D,2.1,3.3,3.5
2023-03-18,portimonense,vizela,0,1,A,2.88,3.2,2.55
2023-03-18,benfica,guimaraes,5,1,H,1.18,7.0,15.0
2023-03-19,casa pia,maritimo,2,0,H,2.05,3.1,4.0
2023-03-19,boavista,famalicao,1,2,A,2.38,3.2,3.0
2023-03-19,sp braga,porto,0,0,D,3.25,3.25,2.2
2023-03-31,estoril,gil vicente,1,0,H,2.63,3.3,2.55
2023-04-01,vizela,casa pia,3,1,H,2.2,3.0,3.4
2023-04-01,guimaraes,pacos ferreira,0,0,D,1.95,3.3,3.8
2023-04-01,sporting,santa clara,3,0,H,1.13,7.0,19.0
2023-04-02,chaves,sp braga,1,2,A,4.75,3.8,1.67
2023-04-02,maritimo,boavista,4,2,H,2.45,3.1,2.9
2023-04-02,rio ave,benfica,0,1,A,8.5,4.75,1.33
2023-04-02,porto,portimonense,1,0,H,1.13,7.0,21.0
2023-04-03,famalicao,arouca,0,1,A,1.85,3.3,3.75
2023-04-05,gil vicente,sporting,0,0,D,6.0,4.33,1.45
2023-04-07,boavista,guimaraes,2,1,H,2.5,3.1,2.88
2023-04-07,santa clara,vizela,0,1,A,3.75,3.3,2.05
2023-04-07,benfica,porto,1,2,A,1.95,3.5,3.8
2023-04-08,arouca,maritimo,1,0,H,2.3,3.2,3.4
2023-04-08,sp braga,estoril,4,1,H,1.3,5.0,9.0
2023-04-08,pacos ferreira,famalicao,1,3,A,2.4,3.1,3.0
2023-04-08,portimonense,rio ave,2,2,D,2.6,3.0,2.88
2023-04-09,casa pia,sporting,3,4,A,8.5,4.5,1.4
2023-04-10,gil vicente,chaves,0,0,D,2.0,3.3,4.0
2023-04-14,famalicao,guimaraes,2,1,H,2.2,3.0,3.6
2023-04-15,maritimo,pacos ferreira,3,1,H,2.15,3.3,3.3
2023-04-15,chaves,benfica,1,0,H,8.0,5.75,1.29
2023-04-15,porto,santa clara,2,1,H,1.11,8.5,21.0
2023-04-15,estoril,portimonense,0,1,A,2.25,3.1,3.3
2023-04-16,rio ave,casa pia,1,1,D,2.25,3.0,3.4
2023-04-16,sp braga,gil vicente,1,0,H,1.36,5.0,8.0
2023-04-16,sporting,arouca,1,1,D,1.2,7.0,12.0
2023-04-17,vizela,boavista,1,1,D,1.85,3.4,4.33
2023-04-21,casa pia,sp braga,0,1,A,5.25,3.6,1.6
2023-04-22,famalicao,maritimo,3,2,H,1.83,3.4,4.0
2023-04-22,boavista,rio ave,3,2,H,2.3,3.2,3.1
2023-04-22,pacos ferreira,porto,0,2,A,10.0,5.0,1.29
2023-04-23,arouca,vizela,1,0,H,2.63,3.2,2.75
2023-04-23,santa clara,chaves,1,1,D,2.6,3.1,2.75
2023-04-23,portimonense,gil vicente,1,0,H,2.45,3.3,2.7
2023-04-23,benfica,estoril,1,0,H,1.09,9.0,21.0
2023-04-24,guimaraes,sporting,0,2,A,5.5,4.0,1.55
2023-04-28,rio ave,arouca,1,0,H,2.45,3.0,3.1
2023-04-29,maritimo,guimaraes,1,2,A,2.55,3.25,2.88
2023-04-29,sp braga,portimonense,4,1,H,1.25,6.0,10.0
2023-04-29,vizela,pacos ferreira,1,2,A,1.8,3.4,4.5
2023-04-29,gil vicente,benfica,0,2,A,8.0,5.5,1.33
2023-04-30,sporting,famalicao,2,1,H,1.3,5.5,10.0
2023-04-30,estoril,santa clara,3,0,H,2.15,3.2,3.4
2023-04-30,porto,boavista,1,0,H,1.18,6.5,15.0
2023-05-05,casa pia,portimonense,1,1,D,2.05,3.2,3.5
2023-05-06,santa clara,gil vicente,3,2,H,2.8,3.1,2.5
2023-05-06,boavista,estoril,1,0,H,2.0,3.3,3.6
2023-05-06,benfica,sp braga,1,0,H,1.55,4.2,5.5
2023-05-07,pacos ferreira,sporting,0,4,A,7.0,5.0,1.36
2023-05-07,guimaraes,vizela,3,0,H,2.2,3.2,3.2
2023-05-07,maritimo,rio ave,2,2,D,2.3,3.1,3.1
2023-05-08,famalicao,chaves,1,2,A,1.95,3.3,3.75
2023-05-08,arouca,porto,0,1,A,7.5,4.75,1.36
2023-05-12,gil vicente,boavista,3,1,H,2.3,3.3,2.8
2023-05-13,chaves,pacos ferreira,2,0,H,2.05,3.4,3.3
2023-05-13,vizela,famalicao,0,0,D,2.3,3.3,2.75
2023-05-13,portimonense,benfica,1,5,A,10.0,5.75,1.22
2023-05-13,sporting,maritimo,2,1,H,1.2,6.5,9.5
2023-05-14,rio ave,guimaraes,0,1,A,2.45,3.1,2.7
2023-05-14,sp braga,santa clara,5,3,H,1.2,5.75,12.0
2023-05-14,porto,casa pia,2,1,H,1.17,6.0,13.0
2023-05-15,estoril,arouca,2,0,H,2.45,3.1,2.8
2023-05-19,maritimo,vizela,1,0,H,1.73,3.75,4.5
2023-05-20,boavista,sp braga,1,1,D,5.5,4.0,1.53
2023-05-20,famalicao,porto,2,4,A,6.0,4.33,1.4
2023-05-20,arouca,chaves,1,0,H,2.15,3.25,3.2
2023-05-20,santa clara,portimonense,1,0,H,2.2,3.2,3.0
2023-05-21,casa pia,estoril,2,2,D,2.05,3.25,3.4
2023-05-21,pacos ferreira,rio ave,3,1,H,2.45,3.2,2.63
2023-05-21,sporting,benfica,2,2,D,2.55,3.3,2.5
2023-05-21,guimaraes,gil vicente,1,0,H,1.7,3.6,4.33
2023-05-26,rio ave,famalicao,2,2,D,2.9,3.25,2.4
2023-05-26,vizela,sporting,1,2,A,6.5,4.75,1.45
2023-05-27,gil vicente,casa pia,1,0,H,2.2,3.4,3.2
2023-05-27,chaves,boavista,1,4,A,2.1,3.5,3.4
2023-05-27,estoril,maritimo,3,1,H,2.25,3.3,3.2
2023-05-27,benfica,santa clara,3,0,H,1.06,10.0,29.0
2023-05-27,portimonense,arouca,0,2,A,2.88,3.5,2.3
2023-05-27,porto,guimaraes,3,0,H,1.22,6.5,11.0
2023-05-27,sp braga,pacos ferreira,3,0,H,1.22,6.5,11.0
2023-08-11,sp braga,famalicao,1,2,A,1.4,4.0,7.0
2023-08-12,farense,casa pia,0,3,A,2.45,3.1,2.8
2023-08-12,sporting,vizela,3,2,H,1.14,6.5,17.0
2023-08-12,gil vicente,portimonense,5,0,H,1.91,3.2,4.0
2023-08-13,est amadora,guimaraes,0,1,A,2.45,3.2,2.7
2023-08-13,rio ave,chaves,2,0,H,2.05,3.2,3.5
2023-08-13,arouca,estoril,4,3,H,2.05,3.2,3.4
2023-08-14,moreirense,porto,1,2,A,7.0,4.75,1.36
2023-08-14,boavista,benfica,3,2,H,9.0,5.5,1.3
2023-08-18,casa pia,sporting,1,2,A,7.5,4.33,1.44
2023-08-19,guimaraes,gil vicente,2,1,H,2.05,3.3,3.5
2023-08-19,chaves,sp braga,2,4,A,4.5,4.0,1.7
2023-08-19,benfica,est amadora,2,0,H,1.08,9.5,23.0
2023-08-19,portimonense,boavista,1,4,A,2.6,3.25,2.7
2023-08-20,estoril,rio ave,2,0,H,2.4,3.2,3.0
2023-08-20,porto,farense,2,1,H,1.13,8.0,17.0
2023-08-20,vizela,arouca,2,2,D,2.15,3.25,3.4
2023-08-21,famalicao,moreirense,0,0,D,1.95,3.4,4.0
2023-08-25,est amadora,estoril,2,1,H,2.25,3.2,3.2
