date,ht,at,hg,ag,result,h_odds,d_odds,a_odds
2015-08-23,arouca,benfica,1,0,H,10.0,4.75,1.33
2015-08-23,boavista,tondela,1,0,H,1.95,3.3,4.0
2015-08-23,estoril,moreirense,2,0,H,1.7,3.5,5.25
2015-08-23,guimaraes,belenenses,1,1,D,1.85,3.3,4.5
2015-08-23,nacional,uniao madeira,1,0,H,1.8,3.4,4.75
2015-08-24,academica,setubal,0,4,A,2.15,3.3,3.4
2015-08-29,benfica,moreirense,3,2,H,1.2,6.0,15.0
2015-08-29,setubal,rio ave,2,2,D,2.38,3.1,3.1
2015-08-29,porto,estoril,2,0,H,1.17,6.5,17.0
2015-08-30,pacos ferreira,arouca,1,1,D,2.1,3.2,3.6
2015-08-30,tondela,nacional,1,0,H,2.9,3.1,2.5
2015-08-30,sp braga,boavista,4,0,H,1.5,3.6,8.5
2015-08-30,academica,sporting,1,3,A,8.5,4.33,1.4
2015-08-31,uniao madeira,guimaraes,0,0,D,2.9,3.1,2.5
2015-08-31,belenenses,maritimo,1,1,D,2.3,3.1,3.25
2015-09-11,benfica,belenenses,6,0,H,1.25,5.5,13.0
2015-09-12,arouca,porto,1,3,A,9.5,4.5,1.36
2015-09-12,estoril,sp braga,1,0,H,3.0,3.2,2.4
2015-09-13,guimaraes,tondela,1,0,H,1.95,3.2,4.2
2015-09-13,maritimo,setubal,5,2,H,1.83,3.4,4.5
2015-09-13,moreirense,uniao madeira,0,0,D,2.25,3.1,3.4
2015-09-13,nacional,academica,2,0,H,1.65,3.6,5.5
2015-09-13,rio ave,sporting,1,2,A,7.0,4.0,1.5
2015-09-14,boavista,pacos ferreira,0,1,A,2.88,3.0,2.63
2015-09-18,setubal,guimaraes,2,2,D,2.45,3.1,3.0
2015-09-19,tondela,estoril,0,1,A,2.8,3.1,2.6
2015-09-19,pacos ferreira,rio ave,0,3,A,1.95,3.2,4.2
2015-09-20,academica,boavista,0,2,A,2.88,3.0,2.63
2015-09-20,porto,benfica,1,0,H,2.0,3.2,4.0
2015-09-20,uniao madeira,arouca,0,0,D,2.6,3.1,2.8
2015-09-21,belenenses,moreirense,2,0,H,2.1,3.25,3.5
2015-09-21,sp braga,maritimo,5,1,H,1.75,3.5,4.75
2015-09-21,sporting,nacional,1,0,H,1.29,5.0,12.0
2015-09-25,moreirense,porto,2,2,D,15.0,5.5,1.22
2015-09-26,boavista,sporting,0,0,D,9.5,5.0,1.33
2015-09-26,benfica,pacos ferreira,3,0,H,1.25,5.5,13.0
2015-09-27,guimaraes,sp braga,0,1,A,3.5,3.0,2.25
2015-09-27,nacional,setubal,1,1,D,1.91,3.4,4.0
2015-09-27,maritimo,tondela,1,0,H,1.73,3.6,4.75
2015-09-27,estoril,uniao madeira,2,1,H,1.73,3.4,5.25
2015-09-27,arouca,belenenses,2,2,D,2.4,3.0,3.2
2015-09-28,rio ave,academica,1,0,H,1.62,3.6,6.0
2015-10-02,setubal,estoril,1,0,H,2.5,3.2,2.88
2015-10-03,academica,maritimo,1,0,H,4.0,3.1,2.05
2015-10-03,pacos ferreira,nacional,3,1,H,2.2,3.5,3.1
2015-10-03,rio ave,boavista,1,0,H,2.05,3.3,3.6
2015-10-03,tondela,moreirense,1,1,D,2.38,3.1,3.1
2015-10-04,sporting,guimaraes,5,1,H,1.29,5.5,10.0
2015-10-04,sp braga,arouca,0,0,D,1.53,4.0,6.0
2015-10-04,porto,belenenses,4,0,H,1.14,7.0,21.0
2015-10-23,nacional,boavista,0,0,D,1.91,3.25,4.33
2015-10-24,estoril,rio ave,2,2,D,2.2,3.1,3.5
2015-10-24,guimaraes,academica,1,1,D,1.7,3.6,5.0
2015-10-24,maritimo,pacos ferreira,0,2,A,1.91,3.4,4.0
2015-10-25,moreirense,setubal,0,2,A,2.3,3.2,3.2
2015-10-25,arouca,tondela,1,1,D,1.85,3.2,4.75
2015-10-25,benfica,sporting,0,3,A,2.2,3.2,3.4
2015-10-25,porto,sp braga,0,0,D,1.33,4.75,9.5
2015-10-26,belenenses,uniao madeira,1,0,H,1.83,3.4,4.5
2015-10-30,tondela,benfica,0,4,A,13.0,5.25,1.25
2015-10-31,sporting,estoril,1,0,H,1.2,6.0,15.0
2015-10-31,sp braga,belenenses,4,0,H,1.5,4.0,6.5
2015-11-01,setubal,arouca,0,0,D,2.1,3.1,3.75
2015-11-01,rio ave,nacional,1,0,H,2.3,3.1,3.3
2015-11-01,boavista,maritimo,0,1,A,2.7,3.2,2.6
2015-11-01,academica,moreirense,1,1,D,2.35,3.0,3.25
2015-11-02,pacos ferreira,guimaraes,0,1,A,2.15,3.2,3.5
2015-11-06,estoril,academica,1,1,D,1.75,3.4,5.0
2015-11-07,guimaraes,nacional,0,1,A,2.1,3.25,3.5
2015-11-08,arouca,sporting,0,1,A,9.0,4.5,1.36
2015-11-08,benfica,boavista,2,0,H,1.14,7.5,19.0
2015-11-08,maritimo,rio ave,3,2,H,2.1,3.1,3.8
2015-11-08,moreirense,pacos ferreira,2,0,H,2.63,3.1,2.75
2015-11-08,porto,setubal,2,0,H,1.18,7.0,13.0
2015-11-09,belenenses,tondela,2,1,H,1.75,3.5,4.75
2015-11-09,uniao madeira,sp braga,0,1,A,4.0,3.4,1.91
2015-11-27,nacional,maritimo,3,1,H,2.38,3.1,3.1
2015-11-28,boavista,guimaraes,1,2,A,2.5,3.0,3.0
2015-11-28,setubal,uniao madeira,2,2,D,1.91,3.2,4.33
2015-11-28,tondela,porto,0,1,A,19.0,6.5,1.17
2015-11-29,academica,arouca,1,1,D,2.5,3.0,3.0
2015-11-29,pacos ferreira,estoril,2,0,H,2.1,3.1,3.8
2015-11-29,rio ave,moreirense,0,1,A,1.83,3.4,4.5
2015-11-30,sp braga,benfica,0,2,A,3.0,3.25,2.38
2015-11-30,sporting,belenenses,1,0,H,1.17,7.5,13.0
2015-12-02,uniao madeira,porto,0,4,A,11.0,5.0,1.29
2015-12-04,benfica,academica,3,0,H,1.17,6.5,19.0
2015-12-05,porto,pacos ferreira,2,1,H,1.18,6.5,15.0
2015-12-05,maritimo,sporting,0,1,A,7.5,3.8,1.5
2015-12-05,belenenses,setubal,0,3,A,2.3,3.0,3.4
2015-12-06,arouca,boavista,3,2,H,2.15,3.0,3.75
2015-12-06,estoril,nacional,1,1,D,2.38,3.1,3.1
2015-12-06,moreirense,sp braga,0,0,D,5.75,3.3,1.7
2015-12-06,uniao madeira,tondela,2,0,H,2.1,3.0,4.0
2015-12-07,guimaraes,rio ave,3,1,H,2.3,3.1,3.3
2015-12-11,boavista,estoril,1,1,D,2.6,2.9,3.0
2015-12-12,setubal,benfica,2,4,A,7.0,4.33,1.44
2015-12-12,guimaraes,maritimo,3,4,A,2.4,3.0,3.2
2015-12-12,pacos ferreira,uniao madeira,6,0,H,1.8,3.2,5.0
2015-12-12,rio ave,arouca,3,1,H,2.0,3.1,4.2
2015-12-13,tondela,sp braga,0,1,A,7.0,3.75,1.53
2015-12-13,sporting,moreirense,3,1,H,1.17,7.0,15.0
2015-12-14,academica,belenenses,4,3,H,2.5,3.0,3.0
2015-12-14,nacional,porto,1,2,A,7.5,4.5,1.4
2015-12-15,uniao madeira,benfica,0,0,D,10.0,4.75,1.33
2015-12-19,arouca,maritimo,4,1,H,2.5,3.2,2.88
2015-12-19,estoril,guimaraes,0,1,A,2.2,3.1,3.5
2015-12-20,uniao madeira,sporting,1,0,H,9.0,5.0,1.33
2015-12-20,benfica,rio ave,3,1,H,1.29,4.5,15.0
2015-12-20,moreirense,nacional,2,0,H,2.5,3.25,2.8
2015-12-20,porto,academica,3,1,H,1.14,7.0,21.0
2015-12-20,tondela,setubal,1,3,A,2.8,3.25,2.5
2015-12-21,belenenses,boavista,1,0,H,2.2,3.1,3.5
2015-12-21,sp braga,pacos ferreira,1,1,D,1.62,3.4,6.5
2016-01-02,sporting,porto,2,0,H,2.4,3.2,3.0
2016-01-02,pacos ferreira,belenenses,2,2,D,1.85,3.5,4.2
2016-01-02,setubal,sp braga,1,1,D,4.0,3.4,1.91
2016-01-02,maritimo,estoril,1,1,D,1.91,3.3,4.2
2016-01-02,nacional,arouca,2,2,D,2.05,3.1,4.0
2016-01-02,guimaraes,benfica,0,1,A,6.5,3.8,1.53
2016-01-02,boavista,moreirense,0,3,A,2.5,3.0,3.0
2016-01-02,academica,uniao madeira,3,1,H,2.38,3.0,3.2
2016-01-03,rio ave,tondela,2,3,A,1.57,3.5,7.0
2016-01-06,tondela,pacos ferreira,0,2,A,3.5,3.1,2.2
2016-01-06,uniao madeira,boavista,1,0,H,2.25,3.0,3.5
2016-01-06,setubal,sporting,0,6,A,8.5,4.33,1.4
2016-01-06,porto,rio ave,1,1,D,1.18,6.5,15.0
2016-01-06,sp braga,academica,3,0,H,1.3,5.0,11.0
2016-01-06,benfica,maritimo,6,0,H,1.33,5.0,9.0
2016-01-06,belenenses,nacional,2,2,D,2.45,3.1,3.0
2016-01-06,arouca,estoril,1,0,H,2.38,3.1,3.1
2016-01-06,moreirense,guimaraes,3,4,A,2.63,3.1,2.75
2016-01-09,guimaraes,arouca,2,2,D,2.0,3.3,3.8
2016-01-10,academica,tondela,2,1,H,2.0,3.1,4.2
2016-01-10,boavista,porto,0,5,A,15.0,5.25,1.25
2016-01-10,estoril,belenenses,2,0,H,2.1,3.1,3.75
2016-01-10,maritimo,moreirense,5,1,H,2.0,3.2,4.0
2016-01-10,rio ave,uniao madeira,1,0,H,1.75,3.5,4.75
2016-01-10,sporting,sp braga,3,2,H,1.57,3.8,6.0
2016-01-11,nacional,benfica,1,4,A,5.0,4.0,1.62
2016-01-11,pacos ferreira,setubal,2,1,H,1.85,3.3,4.5
2016-01-15,sporting,tondela,2,2,D,1.08,10.0,23.0
2016-01-16,estoril,benfica,1,2,A,8.0,4.0,1.45
2016-01-16,maritimo,uniao madeira,0,1,A,1.67,3.75,5.0
2016-01-16,academica,pacos ferreira,1,1,D,3.0,3.2,2.38
2016-01-17,arouca,moreirense,1,2,A,2.05,3.2,3.8
2016-01-17,guimaraes,porto,1,0,H,8.5,4.33,1.4
2016-01-17,nacional,sp braga,2,3,A,4.0,3.4,1.91
2016-01-17,rio ave,belenenses,1,2,A,1.8,3.5,4.5
2016-01-18,boavista,setubal,4,0,H,2.7,3.0,2.8
2016-01-22,setubal,academica,2,1,H,2.25,3.0,3.5
2016-01-23,pacos ferreira,sporting,1,3,A,8.5,4.0,1.44
2016-01-23,benfica,arouca,3,1,H,1.17,6.5,19.0
2016-01-23,moreirense,estoril,1,3,A,2.38,3.0,3.2
2016-01-23,uniao madeira,nacional,3,0,H,3.1,3.1,2.38
2016-01-24,sp braga,rio ave,5,1,H,1.53,3.9,6.25
2016-01-24,porto,maritimo,1,0,H,1.17,6.5,17.0
2016-01-24,belenenses,guimaraes,3,3,D,2.6,3.0,2.9
2016-01-25,tondela,boavista,1,2,A,2.5,3.0,3.0
2016-01-29,guimaraes,uniao madeira,3,1,H,1.62,3.75,5.75
2016-01-30,sporting,academica,3,2,H,1.17,7.0,15.0
2016-01-30,estoril,porto,1,3,A,9.0,5.0,1.33
2016-01-31,moreirense,benfica,1,4,A,11.0,5.0,1.29
2016-01-31,boavista,sp braga,0,0,D,6.0,3.6,1.6
2016-01-31,nacional,tondela,3,1,H,1.62,3.5,6.25
2016-01-31,arouca,pacos ferreira,2,2,D,2.5,3.1,2.9
2016-01-31,rio ave,setubal,2,1,H,1.83,3.25,4.75
2016-02-01,maritimo,belenenses,1,2,A,1.85,3.4,4.33
2016-02-05,belenenses,benfica,0,5,A,11.0,4.75,1.3
2016-02-06,setubal,maritimo,1,1,D,2.75,3.25,2.55
2016-02-06,tondela,guimaraes,1,1,D,3.8,3.2,2.05
2016-02-07,academica,nacional,2,2,D,2.8,3.2,2.55
2016-02-07,pacos ferreira,boavista,0,1,A,2.0,3.1,4.2
2016-02-07,porto,arouca,1,2,A,1.17,6.5,19.0
2016-02-07,uniao madeira,moreirense,0,1,A,2.3,3.3,3.1
2016-02-08,sp braga,estoril,2,0,H,1.5,4.0,7.0
2016-02-08,sporting,rio ave,0,0,D,1.22,5.5,15.0
2016-02-12,benfica,porto,1,2,A,2.15,3.1,3.5
2016-02-13,moreirense,belenenses,2,3,A,2.3,3.1,3.3
2016-02-13,guimaraes,setubal,2,2,D,1.8,3.3,4.75
2016-02-13,nacional,sporting,0,4,A,7.0,4.33,1.44
2016-02-14,maritimo,sp braga,1,3,A,4.5,3.4,1.83
2016-02-14,estoril,tondela,2,1,H,1.85,3.4,4.33
2016-02-14,arouca,uniao madeira,3,0,H,1.75,3.5,4.75
2016-02-14,boavista,academica,0,0,D,2.05,3.1,4.0
2016-02-15,rio ave,pacos ferreira,1,1,D,1.95,3.2,4.2
2016-02-19,uniao madeira,estoril,1,1,D,2.6,3.0,2.9
2016-02-20,academica,rio ave,0,2,A,2.88,3.0,2.63
2016-02-20,pacos ferreira,benfica,1,3,A,9.0,5.0,1.33
2016-02-21,porto,moreirense,3,2,H,1.2,6.5,13.0
2016-02-21,sp braga,guimaraes,3,3,D,1.55,3.6,7.0
2016-02-21,setubal,nacional,1,1,D,2.9,3.1,2.5
2016-02-21,belenenses,arouca,0,2,A,2.38,3.1,3.1
2016-02-21,tondela,maritimo,3,4,A,2.9,3.1,2.5
2016-02-22,sporting,boavista,2,0,H,1.22,6.0,13.0
2016-02-26,nacional,pacos ferreira,3,0,H,2.0,3.3,3.75
2016-02-27,arouca,sp braga,0,0,D,4.0,3.1,2.05
2016-02-27,boavista,rio ave,1,2,A,2.9,3.0,2.6
2016-02-27,estoril,setubal,3,0,H,2.1,3.2,3.6
2016-02-28,belenenses,porto,1,2,A,11.0,4.5,1.33
2016-02-28,maritimo,academica,1,0,H,1.83,3.5,4.33
2016-02-28,moreirense,tondela,1,2,A,1.8,3.5,4.5
2016-02-29,guimaraes,sporting,0,0,D,6.5,3.6,1.57
2016-02-29,benfica,uniao madeira,2,0,H,1.13,8.0,21.0
2016-03-04,pacos ferreira,maritimo,2,2,D,2.45,3.25,2.9
2016-03-05,sporting,benfica,0,1,A,2.4,3.1,3.1
2016-03-06,academica,guimaraes,2,0,H,3.1,3.2,2.3
2016-03-06,boavista,nacional,0,1,A,2.6,3.1,2.8
2016-03-06,setubal,moreirense,0,1,A,2.38,3.2,3.0
2016-03-06,sp braga,porto,3,1,H,4.0,3.5,1.91
2016-03-06,tondela,arouca,0,1,A,3.1,3.0,2.45
2016-03-06,uniao madeira,belenenses,0,0,D,2.9,3.1,2.5
2016-03-07,rio ave,estoril,1,3,A,2.0,3.3,3.8
2016-03-11,maritimo,boavista,0,3,A,1.91,3.3,4.2
2016-03-12,porto,uniao madeira,3,2,H,1.17,7.0,15.0
2016-03-12,estoril,sporting,1,2,A,9.0,4.2,1.4
2016-03-13,belenenses,sp braga,3,0,H,3.6,3.2,2.1
2016-03-13,nacional,rio ave,1,0,H,2.25,3.2,3.3
2016-03-13,guimaraes,pacos ferreira,0,1,A,2.0,3.2,4.0
2016-03-13,arouca,setubal,1,0,H,1.91,3.2,4.33
2016-03-13,moreirense,academica,2,2,D,2.1,3.25,3.5
2016-03-14,benfica,tondela,4,1,H,1.11,8.0,26.0
2016-03-18,rio ave,maritimo,1,0,H,1.83,3.6,4.2
2016-03-19,setubal,porto,0,1,A,9.0,5.0,1.33
2016-03-19,sporting,arouca,5,1,H,1.2,6.0,15.0
2016-03-20,tondela,belenenses,2,2,D,3.1,3.1,2.4
2016-03-20,nacional,guimaraes,3,2,H,2.3,3.1,3.25
2016-03-20,pacos ferreira,moreirense,0,0,D,2.0,3.3,3.8
2016-03-20,boavista,benfica,0,1,A,13.0,5.25,1.25
2016-03-20,academica,estoril,0,3,A,2.38,3.2,3.0
2016-03-20,sp braga,uniao madeira,2,0,H,1.33,5.0,9.0
2016-04-01,benfica,sp braga,5,1,H,1.53,3.75,7.0
2016-04-02,arouca,academica,3,2,H,2.1,3.25,3.6
2016-04-02,guimaraes,boavista,1,1,D,2.05,3.1,4.0
2016-04-02,maritimo,nacional,2,0,H,2.38,3.2,3.0
2016-04-03,estoril,pacos ferreira,1,0,H,2.2,3.2,3.4
2016-04-03,moreirense,rio ave,0,1,A,2.8,3.3,2.45
2016-04-03,uniao madeira,setubal,2,2,D,2.25,3.1,3.4
2016-04-04,belenenses,sporting,2,5,A,9.0,5.0,1.33
2016-04-04,porto,tondela,0,1,A,1.1,9.0,23.0
2016-04-08,boavista,arouca,0,0,D,2.38,3.0,3.25
2016-04-09,academica,benfica,1,2,A,12.0,4.75,1.3
2016-04-09,sporting,maritimo,3,1,H,1.2,6.0,15.0
2016-04-10,tondela,uniao madeira,1,0,H,2.3,3.1,3.2
2016-04-10,sp braga,moreirense,1,1,D,1.44,4.0,8.0
2016-04-10,pacos ferreira,porto,1,0,H,8.5,4.33,1.4
2016-04-10,setubal,belenenses,0,1,A,2.38,3.25,3.0
2016-04-10,nacional,estoril,4,1,H,2.15,3.1,3.6
2016-04-11,rio ave,guimaraes,2,0,H,2.0,3.2,4.0
2016-04-16,arouca,rio ave,0,0,D,2.6,3.2,2.7
2016-04-16,estoril,boavista,1,0,H,2.25,3.1,3.4
2016-04-16,moreirense,sporting,0,1,A,13.0,5.25,1.25
2016-04-17,belenenses,academica,1,1,D,2.2,3.2,3.4
2016-04-17,maritimo,guimaraes,3,0,H,2.38,3.2,3.0
2016-04-17,porto,nacional,4,0,H,1.29,5.5,10.0
2016-04-17,uniao madeira,pacos ferreira,3,4,A,2.6,3.1,2.8
2016-04-18,sp braga,tondela,3,0,H,1.36,4.75,8.0
2016-04-18,benfica,setubal,2,1,H,1.14,7.5,17.0
2016-04-22,boavista,belenenses,1,0,H,1.95,3.1,4.33
2016-04-23,pacos ferreira,sp braga,1,0,H,3.8,3.3,2.0
2016-04-23,sporting,uniao madeira,2,0,H,1.13,8.0,21.0
2016-04-23,academica,porto,1,2,A,9.0,4.5,1.36
2016-04-24,guimaraes,estoril,1,1,D,2.4,3.1,3.1
2016-04-24,maritimo,arouca,1,2,A,2.2,3.2,3.4
2016-04-24,nacional,moreirense,0,1,A,2.0,3.4,3.75
2016-04-24,rio ave,benfica,0,1,A,8.0,4.5,1.4
2016-04-24,setubal,tondela,0,1,A,2.05,3.4,3.6
2016-04-29,benfica,guimaraes,1,0,H,1.11,9.0,19.0
2016-04-29,sp braga,setubal,3,2,H,1.44,4.33,7.0
2016-04-30,belenenses,pacos ferreira,0,2,A,2.6,3.0,2.88
2016-04-30,porto,sporting,1,3,A,3.25,3.1,2.3
2016-04-30,tondela,rio ave,1,1,D,3.1,3.1,2.4
2016-05-01,uniao madeira,academica,3,1,H,2.5,3.2,2.8
2016-05-01,moreirense,boavista,1,1,D,2.63,3.0,2.88
2016-05-01,arouca,nacional,3,0,H,1.85,3.4,4.33
2016-05-01,estoril,maritimo,2,1,H,2.05,3.4,3.6
2016-05-06,pacos ferreira,tondela,1,4,A,1.7,3.6,5.0
2016-05-07,academica,sp braga,0,0,D,3.75,3.4,2.0
2016-05-07,rio ave,porto,1,3,A,4.2,3.5,1.85
2016-05-07,sporting,setubal,5,0,H,1.1,9.0,23.0
2016-05-08,boavista,uniao madeira,1,0,H,2.2,3.1,3.5
2016-05-08,guimaraes,moreirense,4,1,H,2.0,3.3,3.8
2016-05-08,maritimo,benfica,0,2,A,9.0,5.0,1.33
2016-05-08,nacional,belenenses,2,2,D,2.15,3.25,3.4
2016-05-09,estoril,arouca,1,1,D,2.25,3.2,3.3
2016-05-14,arouca,guimaraes,2,2,D,2.38,3.5,2.8
2016-05-14,belenenses,estoril,2,1,H,3.1,3.5,2.2
2016-05-14,setubal,pacos ferreira,0,0,D,2.3,3.5,2.9
2016-05-14,porto,boavista,4,0,H,1.29,5.5,9.5
2016-05-14,uniao madeira,rio ave,1,2,A,2.45,3.1,3.0
2016-05-14,tondela,academica,2,0,H,1.57,4.0,5.75
2016-05-15,benfica,nacional,4,1,H,1.1,9.0,21.0
2016-05-15,moreirense,maritimo,2,1,H,2.05,3.5,3.5
2016-05-15,sp braga,sporting,0,4,A,7.0,4.33,1.44
2016-08-12,rio ave,porto,1,3,A,5.75,3.75,1.6
2016-08-13,moreirense,pacos ferreira,1,1,D,2.6,3.0,2.9
2016-08-13,sporting,maritimo,2,0,H,1.22,5.75,13.0
2016-08-13,tondela,benfica,0,2,A,10.0,5.0,1.3
2016-08-14,boavista,arouca,2,0,H,2.9,3.0,2.6
2016-08-14,guimaraes,sp braga,0,1,A,3.4,3.2,2.2
2016-08-14,setubal,belenenses,2,0,H,2.0,3.0,3.8
2016-08-15,estoril,feirense,0,2,A,2.05,3.1,4.0
2016-08-19,belenenses,boavista,0,0,D,2.5,3.0,3.1
2016-08-20,porto,estoril,1,0,H,1.29,5.5,9.5
2016-08-20,chaves,tondela,1,1,D,2.1,3.1,3.8
2016-08-20,maritimo,guimaraes,0,2,A,2.5,3.1,2.9
2016-08-20,pacos ferreira,sporting,0,1,A,9.0,4.2,1.4
2016-08-21,arouca,nacional,2,0,H,2.05,3.2,3.8
2016-08-21,benfica,setubal,1,1,D,1.17,7.0,15.0
2016-08-21,feirense,moreirense,0,3,A,2.3,3.0,3.4
2016-08-22,sp braga,rio ave,1,1,D,1.57,3.8,6.0
2016-08-26,guimaraes,pacos ferreira,5,3,H,2.0,3.1,4.2
2016-08-27,estoril,sp braga,1,3,A,3.75,3.25,2.05
2016-08-27,nacional,benfica,1,3,A,8.0,4.5,1.4
2016-08-27,tondela,belenenses,0,1,A,2.45,3.25,2.88
2016-08-28,setubal,arouca,2,0,H,2.3,3.1,3.3
2016-08-28,sporting,porto,2,1,H,2.1,3.2,3.6
2016-08-28,moreirense,maritimo,0,1,A,2.38,3.2,3.0
2016-08-28,boavista,chaves,2,2,D,2.3,3.0,3.4
2016-08-28,rio ave,feirense,1,0,H,1.91,3.25,4.33
2016-09-04,nacional,chaves,0,1,A,2.5,3.0,3.0
2016-09-09,arouca,benfica,1,2,A,7.5,4.2,1.45
2016-09-10,belenenses,nacional,2,1,H,2.1,3.1,3.75
2016-09-10,porto,guimaraes,3,0,H,1.36,5.0,7.5
2016-09-10,sporting,moreirense,3,0,H,1.29,5.0,12.0
2016-09-11,chaves,setubal,0,0,D,2.5,3.0,3.0
2016-09-11,maritimo,rio ave,0,1,A,2.5,3.0,3.0
2016-09-11,pacos ferreira,estoril,0,0,D,2.0,3.2,4.0
2016-09-11,sp braga,boavista,3,0,H,1.44,4.0,8.0
2016-09-12,feirense,tondela,2,1,H,2.38,3.1,3.1
2016-09-16,nacional,maritimo,2,0,H,2.55,3.2,2.8
2016-09-17,setubal,pacos ferreira,1,4,A,2.4,3.1,3.1
2016-09-17,estoril,moreirense,2,0,H,2.38,3.0,3.25
2016-09-17,guimaraes,belenenses,1,1,D,1.91,3.25,4.33
2016-09-18,arouca,chaves,0,1,A,2.2,3.0,3.6
2016-09-18,boavista,feirense,1,2,A,2.2,3.1,3.5
2016-09-18,rio ave,sporting,3,1,H,5.5,4.0,1.57
2016-09-18,tondela,porto,0,0,D,8.5,4.75,1.36
2016-09-19,benfica,sp braga,3,1,H,1.55,4.0,6.0
2016-09-23,porto,boavista,3,1,H,1.18,6.5,15.0
2016-09-23,sporting,estoril,4,2,H,1.17,6.5,19.0
2016-09-24,chaves,benfica,0,2,A,9.0,4.0,1.44
2016-09-24,feirense,nacional,0,3,A,2.5,3.1,2.9
2016-09-24,sp braga,setubal,2,1,H,1.5,4.2,6.5
2016-09-25,maritimo,tondela,2,0,H,2.05,3.25,3.75
2016-09-25,moreirense,guimaraes,0,1,A,2.88,3.1,2.55
2016-09-25,pacos ferreira,rio ave,2,1,H,2.88,3.1,2.55
2016-09-26,belenenses,arouca,1,1,D,2.25,3.1,3.4
2016-09-30,tondela,pacos ferreira,2,1,H,2.5,3.0,3.0
2016-10-01,chaves,belenenses,3,1,H,2.2,3.1,3.5
2016-10-01,guimaraes,sporting,3,3,D,5.25,3.6,1.67
2016-10-01,nacional,porto,0,4,A,8.5,4.75,1.36
2016-10-01,rio ave,estoril,1,2,A,1.85,3.4,4.33
2016-10-02,arouca,sp braga,1,1,D,3.5,3.3,2.1
2016-10-02,benfica,feirense,4,0,H,1.14,7.5,19.0
2016-10-02,boavista,moreirense,2,0,H,2.4,3.1,3.1
2016-10-02,setubal,maritimo,0,1,A,2.1,3.2,3.6
2016-10-21,maritimo,boavista,1,1,D,2.0,3.2,4.0
2016-10-21,pacos ferreira,nacional,1,1,D,2.15,3.25,3.4
2016-10-22,feirense,setubal,1,1,D,2.45,3.2,2.9
2016-10-22,porto,arouca,3,0,H,1.18,6.5,15.0
2016-10-22,sporting,tondela,1,1,D,1.18,6.5,15.0
2016-10-23,moreirense,rio ave,1,1,D,3.0,3.2,2.4
2016-10-23,belenenses,benfica,0,2,A,7.5,4.2,1.44
2016-10-23,estoril,guimaraes,0,2,A,3.1,3.2,2.35
2016-10-24,sp braga,chaves,1,0,H,1.62,3.8,5.5
2016-10-28,benfica,pacos ferreira,3,0,H,1.2,6.0,15.0
2016-10-28,nacional,sporting,0,0,D,7.5,4.5,1.4
2016-10-29,boavista,estoril,0,0,D,2.15,3.1,3.6
2016-10-29,setubal,porto,0,0,D,9.0,5.75,1.29
2016-10-29,tondela,moreirense,1,2,A,2.3,3.1,3.2
2016-10-30,arouca,maritimo,1,0,H,2.45,3.1,3.0
2016-10-30,rio ave,guimaraes,0,3,A,2.6,3.25,2.7
2016-10-30,sp braga,belenenses,2,1,H,1.53,3.8,6.5
2016-10-31,chaves,feirense,1,1,D,1.91,3.25,4.33
2016-11-04,guimaraes,nacional,2,1,H,1.57,3.8,6.0
2016-11-05,pacos ferreira,chaves,1,1,D,2.38,3.1,3.1
2016-11-05,rio ave,boavista,1,2,A,1.85,3.3,4.5
2016-11-05,estoril,tondela,2,0,H,2.2,3.2,3.4
2016-11-05,feirense,belenenses,0,1,A,2.63,3.1,2.75
2016-11-06,maritimo,sp braga,1,0,H,3.4,3.2,2.2
2016-11-06,moreirense,setubal,1,2,A,2.2,3.1,3.5
2016-11-06,porto,benfica,1,1,D,2.1,3.4,3.4
2016-11-06,sporting,arouca,3,0,H,1.2,6.5,13.0
2016-11-25,setubal,rio ave,0,1,A,2.88,3.1,2.5
2016-11-26,belenenses,porto,0,0,D,10.0,5.25,1.29
2016-11-26,boavista,sporting,0,1,A,9.0,5.0,1.33
2016-11-26,chaves,maritimo,0,0,D,2.25,3.0,3.5
2016-11-26,nacional,estoril,0,1,A,2.25,3.2,3.3
2016-11-27,arouca,pacos ferreira,1,0,H,2.25,3.1,3.4
2016-11-27,benfica,moreirense,3,0,H,1.17,7.0,15.0
2016-11-27,tondela,guimaraes,2,1,H,3.4,3.25,2.15
2016-11-28,sp braga,feirense,6,2,H,1.5,4.0,7.0
2016-12-02,maritimo,benfica,2,1,H,9.5,4.5,1.36
2016-12-03,porto,sp braga,1,0,H,1.36,4.75,8.0
2016-12-03,rio ave,tondela,3,1,H,1.75,3.4,5.0
2016-12-03,sporting,setubal,2,0,H,1.2,6.0,15.0
2016-12-04,estoril,belenenses,1,1,D,2.38,3.1,3.1
2016-12-04,feirense,arouca,0,2,A,2.45,3.0,3.1
2016-12-04,guimaraes,chaves,1,1,D,1.85,3.3,4.5
2016-12-04,moreirense,nacional,3,1,H,2.25,3.1,3.4
2016-12-05,pacos ferreira,boavista,2,1,H,2.2,3.0,3.6
2016-12-09,setubal,estoril,2,0,H,2.0,3.3,3.8
2016-12-10,belenenses,maritimo,1,0,H,2.38,3.0,3.25
2016-12-10,boavista,guimaraes,1,2,A,3.4,3.0,2.3
2016-12-10,chaves,moreirense,2,1,H,2.1,3.1,3.8
2016-12-11,benfica,sporting,2,1,H,2.2,3.1,3.5
